"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","V","Constant prices, national base year","2012","2012","AUD","Australian Dollar","6","Millions","2020","2020",1759081,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","V","Constant prices, national base year","2013","2013","AUD","Australian Dollar","6","Millions","2020","2020",1804448,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","V","Constant prices, national base year","2014","2014","AUD","Australian Dollar","6","Millions","2020","2020",1843293,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","V","Constant prices, national base year","2015","2015","AUD","Australian Dollar","6","Millions","2020","2020",1893625,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","V","Constant prices, national base year","2016","2016","AUD","Australian Dollar","6","Millions","2020","2020",1936841,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","V","Constant prices, national base year","2017","2017","AUD","Australian Dollar","6","Millions","2020","2020",1992681,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","V","Constant prices, national base year","2018","2018","AUD","Australian Dollar","6","Millions","2020","2020",2035950,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","V","Constant prices, national base year","2019","2019","AUD","Australian Dollar","6","Millions","2020","2020",2034914,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","V","Constant prices, national base year","2020","2020","AUD","Australian Dollar","6","Millions","2020","2020",2080419,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","V","Constant prices, national base year","2021","2021","AUD","Australian Dollar","6","Millions","2020","2020",2155680,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VP","Constant prices, previous year prices","2005","2005","AUD","Australian Dollar","6","Millions",,,950274.852,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VP","Constant prices, previous year prices","2006","2006","AUD","Australian Dollar","6","Millions",,,1036641.762,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VP","Constant prices, previous year prices","2007","2007","AUD","Australian Dollar","6","Millions",,,1127116.912,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VP","Constant prices, previous year prices","2008","2008","AUD","Australian Dollar","6","Millions",,,1201208.903,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VP","Constant prices, previous year prices","2009","2009","AUD","Australian Dollar","6","Millions",,,1289091.56,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VP","Constant prices, previous year prices","2010","2010","AUD","Australian Dollar","6","Millions",,,1335201.069,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VP","Constant prices, previous year prices","2011","2011","AUD","Australian Dollar","6","Millions",,,1473749.196,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VP","Constant prices, previous year prices","2012","2012","AUD","Australian Dollar","6","Millions",,,1538861.853,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VP","Constant prices, previous year prices","2013","2013","AUD","Australian Dollar","6","Millions",,,1576124.546,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VP","Constant prices, previous year prices","2014","2014","AUD","Australian Dollar","6","Millions",,,1633010.572,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VP","Constant prices, previous year prices","2015","2015","AUD","Australian Dollar","6","Millions",,,1667630.122,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VP","Constant prices, previous year prices","2016","2016","AUD","Australian Dollar","6","Millions",,,1695366.061,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VP","Constant prices, previous year prices","2017","2017","AUD","Australian Dollar","6","Millions",,,1809535.805,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VP","Constant prices, previous year prices","2018","2018","AUD","Australian Dollar","6","Millions",,,1882645.907,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VP","Constant prices, previous year prices","2019","2019","AUD","Australian Dollar","6","Millions",,,1945622.459,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VP","Constant prices, previous year prices","2020","2020","AUD","Australian Dollar","6","Millions",,,2023736.177,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VP","Constant prices, previous year prices","2021","2021","AUD","Australian Dollar","6","Millions",,,2155680,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VOB","Constant prices, OECD base year","2005","2005","AUD","Australian Dollar","6","Millions","2015","2015",1260816.034,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VOB","Constant prices, OECD base year","2006","2006","AUD","Australian Dollar","6","Millions","2015","2015",1308448.615,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VOB","Constant prices, OECD base year","2007","2007","AUD","Australian Dollar","6","Millions","2015","2015",1355137.594,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VOB","Constant prices, OECD base year","2008","2008","AUD","Australian Dollar","6","Millions","2015","2015",1380485.266,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VOB","Constant prices, OECD base year","2009","2009","AUD","Australian Dollar","6","Millions","2015","2015",1410946.589,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VOB","Constant prices, OECD base year","2010","2010","AUD","Australian Dollar","6","Millions","2015","2015",1444687.756,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VOB","Constant prices, OECD base year","2011","2011","AUD","Australian Dollar","6","Millions","2015","2015",1501059.585,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VOB","Constant prices, OECD base year","2012","2012","AUD","Australian Dollar","6","Millions","2015","2015",1539768.224,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VOB","Constant prices, OECD base year","2013","2013","AUD","Australian Dollar","6","Millions","2015","2015",1579479.11,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VOB","Constant prices, OECD base year","2014","2014","AUD","Australian Dollar","6","Millions","2015","2015",1613481.124,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VOB","Constant prices, OECD base year","2015","2015","AUD","Australian Dollar","6","Millions","2015","2015",1657538,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VOB","Constant prices, OECD base year","2016","2016","AUD","Australian Dollar","6","Millions","2015","2015",1695366.061,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VOB","Constant prices, OECD base year","2017","2017","AUD","Australian Dollar","6","Millions","2015","2015",1744244.23,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VOB","Constant prices, OECD base year","2018","2018","AUD","Australian Dollar","6","Millions","2015","2015",1782118.683,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VOB","Constant prices, OECD base year","2019","2019","AUD","Australian Dollar","6","Millions","2015","2015",1781211.846,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VOB","Constant prices, OECD base year","2020","2020","AUD","Australian Dollar","6","Millions","2015","2015",1821043.527,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VOB","Constant prices, OECD base year","2021","2021","AUD","Australian Dollar","6","Millions","2015","2015",1886921.389,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CXC","Current prices, current exchange rates","2005","2005","USD","US Dollar","6","Millions",,,762828.822,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CXC","Current prices, current exchange rates","2006","2006","USD","US Dollar","6","Millions",,,819507.354,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CXC","Current prices, current exchange rates","2007","2007","USD","US Dollar","6","Millions",,,986679.051,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CXC","Current prices, current exchange rates","2008","2008","USD","US Dollar","6","Millions",,,1057946.588,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CXC","Current prices, current exchange rates","2009","2009","USD","US Dollar","6","Millions",,,1017024.162,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CXC","Current prices, current exchange rates","2010","2010","USD","US Dollar","6","Millions",,,1301096.782,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CXC","Current prices, current exchange rates","2011","2011","USD","US Dollar","6","Millions",,,1547429.544,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CXC","Current prices, current exchange rates","2012","2012","USD","US Dollar","6","Millions",,,1590905.322,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CXC","Current prices, current exchange rates","2013","2013","USD","US Dollar","6","Millions",,,1543281.029,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CXC","Current prices, current exchange rates","2014","2014","USD","US Dollar","6","Millions",,,1463276.287,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,1245248.385,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,1307470.805,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,1412242.647,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,1454419.706,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CXC","Current prices, current exchange rates","2019","2019","USD","US Dollar","6","Millions",,,1376059.781,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CXC","Current prices, current exchange rates","2020","2020","USD","US Dollar","6","Millions",,,1431725.488,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CXC","Current prices, current exchange rates","2021","2021","USD","US Dollar","6","Millions",,,1734531.942,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2005","2005","USD","US Dollar","6","Millions","2015","2015",750440.468,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2006","2006","USD","US Dollar","6","Millions","2015","2015",817588.432,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2007","2007","USD","US Dollar","6","Millions","2015","2015",885855.027,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2008","2008","USD","US Dollar","6","Millions","2015","2015",947539.799,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2009","2009","USD","US Dollar","6","Millions","2015","2015",979660.837,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2010","2010","USD","US Dollar","6","Millions","2015","2015",1065594.904,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2011","2011","USD","US Dollar","6","Millions","2015","2015",1127028.003,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2012","2012","USD","US Dollar","6","Millions","2015","2015",1154315.408,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2013","2013","USD","US Dollar","6","Millions","2015","2015",1200968.142,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2014","2014","USD","US Dollar","6","Millions","2015","2015",1219530.37,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",1245248.385,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",1321343.901,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",1384305.071,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",1462419.984,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2019","2019","USD","US Dollar","6","Millions","2015","2015",1487105.011,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2020","2020","USD","US Dollar","6","Millions","2015","2015",1562943.595,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2021","2021","USD","US Dollar","6","Millions","2015","2015",1734706.552,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2005","2005","USD","US Dollar","6","Millions","2015","2015",947205.512,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2006","2006","USD","US Dollar","6","Millions","2015","2015",982990.148,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2007","2007","USD","US Dollar","6","Millions","2015","2015",1018065.891,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2008","2008","USD","US Dollar","6","Millions","2015","2015",1037108.681,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2009","2009","USD","US Dollar","6","Millions","2015","2015",1059993.172,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2010","2010","USD","US Dollar","6","Millions","2015","2015",1085341.691,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2011","2011","USD","US Dollar","6","Millions","2015","2015",1127691.808,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2012","2012","USD","US Dollar","6","Millions","2015","2015",1156772.209,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2013","2013","USD","US Dollar","6","Millions","2015","2015",1186605.563,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2014","2014","USD","US Dollar","6","Millions","2015","2015",1212150.047,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",1245248.385,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",1273667.24,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",1310387.642,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",1338841.349,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2019","2019","USD","US Dollar","6","Millions","2015","2015",1338160.075,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2020","2020","USD","US Dollar","6","Millions","2015","2015",1368084.177,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2021","2021","USD","US Dollar","6","Millions","2015","2015",1417575.834,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2005","2005","USD","US Dollar","6","Millions",,,698858.691,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2006","2006","USD","US Dollar","6","Millions",,,791647.86,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2007","2007","USD","US Dollar","6","Millions",,,848749.589,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2008","2008","USD","US Dollar","6","Millions",,,1005134.754,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2009","2009","USD","US Dollar","6","Millions",,,1081290.881,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2010","2010","USD","US Dollar","6","Millions",,,1041345.127,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2011","2011","USD","US Dollar","6","Millions",,,1351865.68,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2012","2012","USD","US Dollar","6","Millions",,,1587333.95,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2013","2013","USD","US Dollar","6","Millions",,,1631935.043,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2014","2014","USD","US Dollar","6","Millions",,,1576503.794,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2015","2015","USD","US Dollar","6","Millions",,,1503231.748,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2016","2016","USD","US Dollar","6","Millions",,,1273667.24,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2017","2017","USD","US Dollar","6","Millions",,,1345165.778,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2018","2018","USD","US Dollar","6","Millions",,,1442908.031,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2019","2019","USD","US Dollar","6","Millions",,,1453679.619,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2020","2020","USD","US Dollar","6","Millions",,,1406831.401,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2021","2021","USD","US Dollar","6","Millions",,,1483519.425,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2005","2005","USD","US Dollar","6","Millions",,,719487.043,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2006","2006","USD","US Dollar","6","Millions",,,775886.237,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2007","2007","USD","US Dollar","6","Millions",,,826594.305,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2008","2008","USD","US Dollar","6","Millions",,,852737.657,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2009","2009","USD","US Dollar","6","Millions",,,903956.83,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2010","2010","USD","US Dollar","6","Millions",,,943323.281,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2011","2011","USD","US Dollar","6","Millions",,,992802.546,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2012","2012","USD","US Dollar","6","Millions",,,997651.363,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2013","2013","USD","US Dollar","6","Millions",,,1104672.434,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2014","2014","USD","US Dollar","6","Millions",,,1117601.897,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2015","2015","USD","US Dollar","6","Millions",,,1124752.51,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2016","2016","USD","US Dollar","6","Millions",,,1212854.276,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2017","2017","USD","US Dollar","6","Millions",,,1247085.553,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,1323863.624,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2019","2019","USD","US Dollar","6","Millions",,,1337585.758,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2020","2020","USD","US Dollar","6","Millions",,,1430883.479,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2021","2021","USD","US Dollar","6","Millions",,,1595175.273,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2005","2005","USD","US Dollar","6","Millions","2015","2015",677824.449,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2006","2006","USD","US Dollar","6","Millions","2015","2015",738474.871,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2007","2007","USD","US Dollar","6","Millions","2015","2015",800135.681,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2008","2008","USD","US Dollar","6","Millions","2015","2015",855851.556,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2009","2009","USD","US Dollar","6","Millions","2015","2015",884864.416,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2010","2010","USD","US Dollar","6","Millions","2015","2015",962483.113,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2011","2011","USD","US Dollar","6","Millions","2015","2015",1017971.667,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2012","2012","USD","US Dollar","6","Millions","2015","2015",1042618.62,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2013","2013","USD","US Dollar","6","Millions","2015","2015",1084757.024,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2014","2014","USD","US Dollar","6","Millions","2015","2015",1101523.086,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",1124752.51,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",1193484.679,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",1250353.441,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",1320909.601,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2019","2019","USD","US Dollar","6","Millions","2015","2015",1343205.993,,
